Mexico,
18.482082,-88.3714
18.4899,-88.405446
18.483709,-88.473791
18.4475,-88.506391
18.430273,-88.516955
18.290736,-88.589073
18.235836,-88.600018
18.185554,-88.681118
18.11,-88.704455
18.054718,-88.728055
17.988836,-88.774082
17.903891,-88.8414
17.907254,-88.872036
17.965818,-88.983418
17.9874,-88.997
18.004509,-89.022573
17.994973,-89.072055
17.970936,-89.121618
17.951073,-89.143009
17.818882,-89.141955
17.819718,-89.430436
17.820827,-89.742236
17.820973,-90
17.821109,-90.238346
17.821109,-90.590836
17.820273,-90.777791
17.82,-90.921673
17.82,-90.979173
17.820654,-90.982418
17.817773,-90.983064
17.585,-90.983609
17.256109,-90.9839
17.2575,-91.436955
17.237218,-91.434
17.188054,-91.332227
17.134027,-91.268482
17.035554,-91.184446
16.924445,-91.063609
16.896109,-90.986682
16.889164,-90.9489
16.829854,-90.9191
16.817773,-90.866673
16.805418,-90.804736
16.756945,-90.748609
16.726464,-90.714282
16.675827,-90.678891
16.644164,-90.658064
16.595273,-90.644182
16.563609,-90.643482
16.520691,-90.645291
16.489164,-90.609173
16.476391,-90.590709
16.473327,-90.545291
16.468609,-90.505009
16.461109,-90.486118
16.416382,-90.4064
16.401109,-90.393336
16.376945,-90.384446
16.335,-90.406536
16.3075,-90.438609
16.256664,-90.458073
16.194436,-90.457327
16.172364,-90.430073
16.132773,-90.432091
16.088336,-90.441955
16.078845,-90.447618
16.074882,-90.453773
16.075554,-90.625836
16.075836,-90.804455
16.075745,-90.991546
16.075836,-91.540009
16.075554,-91.704182
16.075,-91.729173
15.961109,-91.7975
15.908891,-91.828609
15.4376,-92.107936
15.262218,-92.2114
15.077291,-92.070691
15.0258,-92.093927
14.934718,-92.149736
14.845273,-92.183827
14.810554,-92.182918
14.768609,-92.169173
14.729445,-92.158336
14.703336,-92.152646
14.683054,-92.153346
14.588336,-92.187227
14.558054,-92.216673
14.551991,-92.237946
14.550545,-92.246782
14.554973,-92.255709
14.5875,-92.289173
14.684164,-92.384446
14.828609,-92.527236
14.855836,-92.555555
14.88,-92.583891
14.894164,-92.601118
14.926109,-92.632509
14.9925,-92.696118
15.053336,-92.753064
15.142191,-92.810136
15.146245,-92.773964
15.092009,-92.746991
15.131109,-92.754182
15.1716,-92.770491
15.205727,-92.861182
15.212218,-92.889446
15.2625,-92.979736
15.353745,-93.087782
15.3775,-93.109173
15.4275,-93.150009
15.491245,-93.206809
15.540273,-93.283064
15.641664,-93.412227
15.695418,-93.474455
15.773054,-93.568346
15.830554,-93.649173
15.865273,-93.698627
15.922782,-93.788891
16,-93.876109
16.093891,-93.938609
16.109164,-94.0239
16.139582,-94.077927
16.145582,-94.085346
16.175282,-94.111955
16.205209,-94.214936
16.219327,-94.268355
16.263191,-94.346955
16.2875,-94.364382
16.295554,-94.400291
16.284027,-94.419727
16.240554,-94.438609
16.215136,-94.433064
16.200554,-94.416118
16.176391,-94.378064
16.15,-94.325282
16.1433,-94.272991
16.175482,-94.332646
16.173,-94.298291
16.159745,-94.233155
16.119373,-94.170536
16.106109,-94.129455
16.099818,-94.092346
16.090691,-94.0723
16.074445,-94.055555
16.047636,-94.052646
16.0415,-94.065046
16.045,-94.089173
16.103882,-94.235
16.162773,-94.374727
16.170273,-94.395573
16.181391,-94.441118
16.188327,-94.477509
16.194718,-94.6039
16.190691,-94.691255
16.207773,-94.723746
16.2275,-94.691955
16.236109,-94.655291
16.246109,-94.631955
16.258054,-94.615846
16.288609,-94.586118
16.315209,-94.578827
16.34,-94.602782
16.359645,-94.664318
16.3375,-94.680009
16.306109,-94.720836
16.260064,-94.791536
16.289091,-94.806736
16.308054,-94.784591
16.329582,-94.772091
16.393609,-94.805146
16.419718,-94.836255
16.427082,-94.859173
16.409718,-94.910564
16.322218,-95.030836
16.272118,-95.062673
16.259445,-95.039464
16.231109,-94.905291
16.215827,-94.857791
16.213891,-94.927091
16.183327,-95.100009
16.152773,-95.213336
16.133054,-95.251109
16.045973,-95.365491
16.008054,-95.371946
15.989927,-95.395491
15.978054,-95.420291
15.961945,-95.482791
15.956527,-95.521955
15.938609,-95.589446
15.932782,-95.61
15.901664,-95.7164
15.8925,-95.746673
15.815136,-95.951264
15.753609,-96.062791
15.693473,-96.177782
15.685554,-96.214446
15.677218,-96.2639
15.674445,-96.286391
15.676945,-96.372791
15.685627,-96.436955
15.643609,-96.476118
15.656391,-96.557782
15.727709,-96.839309
15.853054,-97.070282
15.877773,-97.103055
15.896809,-97.135282
15.913327,-97.196673
15.918336,-97.2314
15.945273,-97.520573
15.959027,-97.644864
15.950345,-97.672646
15.960282,-97.754727
15.972082,-97.792782
15.985,-97.812791
16.008054,-97.839446
16.0275,-97.860564
16.0825,-97.930009
16.186109,-98.090009
16.208882,-98.125564
16.222773,-98.215291
16.263745,-98.408336
16.275554,-98.4464
16.310691,-98.544027
16.319345,-98.554691
16.339445,-98.562646
16.360973,-98.578755
16.374718,-98.593609
16.388054,-98.616391
16.419027,-98.657373
16.476391,-98.704182
16.518745,-98.729236
16.540554,-98.753482
16.553054,-98.782227
16.596945,-99.036955
16.628891,-99.233064
16.672218,-99.440564
16.681664,-99.537227
16.684445,-99.558064
16.706945,-99.685982
16.729027,-99.738618
16.795036,-99.850418
16.818054,-99.841127
16.855,-99.857373
16.867918,-99.872927
16.900836,-99.979446
16.98,-100.228055
17.005554,-100.284446
17.020554,-100.321955
17.067218,-100.449718
17.088336,-100.511673
17.144445,-100.678618
17.181945,-100.7971
17.208609,-100.888636
17.2175,-100.91
17.265273,-101.011127
17.295554,-101.049446
17.319791,-101.066264
17.341664,-101.0864
17.358891,-101.104446
17.379164,-101.135836
17.459718,-101.2664
17.489718,-101.3414
17.540836,-101.445009
17.628327,-101.577791
17.678054,-101.638818
17.710418,-101.653327
17.736109,-101.672236
17.879718,-101.792091
17.900554,-101.818618
17.948327,-101.898355
17.961936,-101.9214
17.978473,-101.952791
17.988609,-102.0007
17.990418,-102.0382
17.982218,-102.067364
17.961664,-102.0957
17.935554,-102.119455
17.919445,-102.145009
17.918327,-102.170291
17.920827,-102.181
17.944582,-102.229591
17.963336,-102.290555
18.011391,-102.455836
18.044582,-102.574446
18.047918,-102.607927
18.048336,-102.637509
18.050827,-102.6814
18.059164,-102.720291
18.067773,-102.750418
18.095273,-102.824309
18.130836,-102.9039
18.147773,-102.934455
18.160273,-102.954727
18.192636,-103.038336
18.196945,-103.0614
18.200064,-103.102927
18.272782,-103.357509
18.313609,-103.450009
18.3293,-103.478336
18.349445,-103.496673
18.380273,-103.509173
18.403327,-103.519446
18.438327,-103.538891
18.477773,-103.560836
18.497218,-103.575846
18.650554,-103.705564
18.673336,-103.725009
18.688073,-103.745482
18.693745,-103.755146
18.708609,-103.7764
18.766391,-103.839736
18.855273,-103.943618
18.877218,-103.971946
18.896382,-104.004464
18.905282,-104.025282
18.913609,-104.047236
18.944164,-104.136946
18.966664,-104.205291
19.0109,-104.317573
19.039373,-104.3298
19.0766,-104.3164
19.095273,-104.327791
19.108745,-104.371118
19.127218,-104.513064
19.147945,-104.592418
19.177354,-104.6759
19.251664,-104.805846
19.285136,-104.899036
19.315273,-104.951682
19.339445,-104.983609
19.371945,-105.022509
19.495282,-105.078609
19.558191,-105.099173
19.581527,-105.117655
19.606945,-105.169727
19.620273,-105.209173
19.677918,-105.268336
19.725064,-105.302855
19.758473,-105.318482
19.778473,-105.329318
19.85,-105.386946
19.879582,-105.414582
19.899236,-105.437646
19.922218,-105.456946
19.991109,-105.497791
20.021664,-105.515291
20.043891,-105.527791
20.090973,-105.5464
20.243327,-105.595573
20.349718,-105.662227
20.383054,-105.678336
20.424164,-105.675364
20.462218,-105.620009
20.475691,-105.594873
20.491245,-105.5514
20.494164,-105.496673
20.491527,-105.450564
20.519164,-105.335355
20.574645,-105.244727
20.6309,-105.235073
20.696664,-105.263882
20.699045,-105.266891
20.765482,-105.321809
20.773327,-105.343346
20.769864,-105.367236
20.754645,-105.407718
20.792573,-105.536191
21.022636,-105.312927
21.037773,-105.292364
21.042982,-105.258827
21.064718,-105.241391
21.085282,-105.232509
21.111109,-105.225155
21.233609,-105.213482
21.311664,-105.228055
21.4375,-105.189455
21.513745,-105.245846
21.520827,-105.276809
21.609373,-105.436391
21.634445,-105.4425
21.6575,-105.4414
21.698609,-105.457782
21.791945,-105.508618
21.873682,-105.558536
21.895827,-105.576946
21.9125,-105.596118
21.9275,-105.609455
21.950836,-105.628482
21.981245,-105.650273
22.002082,-105.656118
22.056109,-105.655564
22.134718,-105.645573
22.186664,-105.6389
22.223191,-105.636536
22.256945,-105.638064
22.286664,-105.640291
22.315273,-105.644182
22.342782,-105.649727
22.369445,-105.660146
22.430827,-105.690846
22.468364,-105.714573
22.513054,-105.730564
22.543891,-105.744746
22.635827,-105.799182
22.664027,-105.820427
22.758327,-105.919727
22.798609,-105.974164
22.816109,-106.000836
22.888054,-106.08
22.921664,-106.110291
22.956391,-106.139446
23.053609,-106.226673
23.178336,-106.370009
23.326109,-106.478618
23.354164,-106.493346
23.384445,-106.5114
23.4068,-106.527646
23.523054,-106.661664
23.629164,-106.785
23.649718,-106.803482
23.725827,-106.841136
23.781109,-106.868064
23.842918,-106.899318
23.865136,-106.9157
23.902218,-106.958346
23.945273,-107.001109
23.968054,-107.025146
23.982773,-107.043064
23.999445,-107.071118
24.224718,-107.388636
24.2525,-107.4225
24.328054,-107.522509
24.346382,-107.548073
24.358054,-107.566118
24.372354,-107.589455
24.401664,-107.650009
24.4239,-107.675282
24.471127,-107.727727
24.446727,-107.675755
24.431936,-107.653064
24.432,-107.630955
24.428245,-107.596409
24.452327,-107.590573
24.517209,-107.618036
24.511,-107.642082
24.489582,-107.653118
24.479745,-107.681827
24.516918,-107.748364
24.5375,-107.7489
24.587218,-107.808327
24.613609,-107.872791
24.630273,-107.931118
24.586109,-107.894182
24.555418,-107.851609
24.5275,-107.817264
24.582773,-107.9164
24.601109,-107.941964
24.6491,-107.995491
24.6725,-108.006673
24.735,-108.016682
24.751109,-107.996946
24.959509,-107.990009
24.9825,-108.011946
24.991954,-108.041855
24.950827,-108.044309
24.92,-108.028191
24.826345,-108.0475
24.821945,-108.104173
24.840418,-108.127791
24.936382,-108.1814
25.029445,-108.221264
24.981736,-108.1782
24.972364,-108.130146
25.012982,-108.096309
25.008054,-108.000836
25.033327,-108.007782
25.051391,-108.021391
25.073609,-108.042509
25.088473,-108.060282
25.108891,-108.095836
25.123882,-108.125836
25.159164,-108.243055
25.167218,-108.352509
25.141109,-108.394182
25.200136,-108.392509
25.2318,-108.406818
25.250273,-108.420564
25.263054,-108.436955
25.273891,-108.455836
25.314718,-108.558327
25.34,-108.616673
25.396664,-108.728618
25.434445,-108.762218
25.492564,-108.763755
25.5393,-108.765291
25.561664,-108.837782
25.549409,-108.896082
25.5225,-108.877082
25.501391,-108.879455
25.48,-108.886127
25.456109,-108.920009
25.462154,-109.031327
25.487218,-109.068336
25.526109,-109.1089
25.538664,-109.084727
25.563827,-109.0576
25.560164,-109.018236
25.559164,-108.991255
25.564445,-108.970291
25.6393,-108.901955
25.670273,-108.878346
25.793609,-108.834927
25.743609,-108.8764
25.6993,-108.897855
25.609664,-109.0416
25.600418,-109.076973
25.583054,-109.141046
25.613191,-109.1539
25.643745,-109.169173
25.738327,-109.307509
25.759064,-109.381882
25.820273,-109.4375
25.946527,-109.442782
26.005691,-109.4325
26.035273,-109.421809
26.064445,-109.402791
26.201664,-109.305555
26.162391,-109.284
26.263054,-109.229736
26.319445,-109.231664
26.342354,-109.205009
26.323954,-109.1648
26.304718,-109.160173
26.2625,-109.1739
26.224445,-109.123064
26.214791,-109.096046
26.283609,-109.1039
26.338309,-109.143718
26.367982,-109.154518
26.513336,-109.264718
26.715554,-109.444309
26.7643,-109.519927
26.750827,-109.554173
26.697354,-109.647355
26.6725,-109.677227
26.674164,-109.691818
26.679718,-109.717509
26.696109,-109.753891
26.7075,-109.772509
26.751527,-109.822091
26.823327,-109.866673
26.848609,-109.875555
26.870827,-109.880282
26.910554,-109.887509
26.974164,-109.898355
27.056664,-109.920909
27.093473,-109.949046
27.110764,-109.976255
27.1118,-110.023818
27.096873,-110.051809
27.136945,-110.225009
27.162218,-110.301964
27.184445,-110.335009
27.311664,-110.4464
27.371109,-110.529718
27.601945,-110.622218
27.635,-110.634036
27.662364,-110.634591
27.7575,-110.605291
27.832773,-110.555009
27.855,-110.511364
27.8875,-110.596682
27.916945,-110.789464
27.842782,-110.871673
27.9075,-110.960855
27.949164,-111.055846
27.938745,-111.082227
27.936945,-111.103336
28.035554,-111.216136
28.068054,-111.249736
28.0893,-111.267918
28.147218,-111.3064
28.177773,-111.325564
28.203609,-111.341946
28.375,-111.463346
28.403609,-111.534727
28.420554,-111.5789
28.443336,-111.640555
28.452773,-111.669727
28.468609,-111.696946
28.503609,-111.712509
28.535973,-111.725836
28.555554,-111.738064
28.592218,-111.766673
28.621109,-111.795836
28.639445,-111.822246
28.658336,-111.8475
28.739027,-111.934791
28.761664,-111.947246
28.787218,-111.917718
28.883891,-112.037227
28.966391,-112.115009
28.971391,-112.161946
29.058609,-112.176391
29.174718,-112.189727
29.260273,-112.196955
29.283054,-112.2014
29.306109,-112.213482
29.332045,-112.249664
29.335282,-112.288618
29.327636,-112.329455
29.421809,-112.389936
29.46,-112.377509
29.494927,-112.376182
29.554445,-112.425564
29.569445,-112.440564
29.591109,-112.471536
29.613054,-112.4939
29.712427,-112.576746
29.921664,-112.705836
29.971109,-112.735573
30.046109,-112.751682
30.135273,-112.749455
30.161945,-112.7489
30.203473,-112.754455
30.2275,-112.765555
30.4025,-112.858064
30.491664,-112.928073
30.577773,-113.002782
30.631382,-113.042509
30.658891,-113.061536
30.679445,-113.072773
30.698891,-113.081391
30.814582,-113.116191
30.842782,-113.109455
30.879718,-113.095836
31.053891,-113.049455
31.105,-113.037782
31.164927,-113.039027
31.229718,-113.091673
31.235418,-113.116809
31.233054,-113.137218
31.260554,-113.327791
31.284027,-113.475846
31.295827,-113.510836
31.331664,-113.589736
31.348609,-113.613618
31.390273,-113.622218
31.430973,-113.628755
31.455409,-113.625418
31.481391,-113.629036
31.502218,-113.644036
31.516245,-113.667782
31.580827,-113.821955
31.655691,-113.974691
31.572773,-113.970346
31.566945,-113.947355
31.532218,-113.975573
31.517773,-113.990573
31.497636,-114.020846
31.492636,-114.050146
31.495282,-114.130836
31.504445,-114.169727
31.522218,-114.217509
31.541664,-114.255
31.644864,-114.431536
31.6775,-114.482227
31.694164,-114.5025
31.711391,-114.518055
31.760409,-114.584518
31.767636,-114.6339
31.783054,-114.711673
31.822218,-114.808618
31.835554,-114.825009
31.903891,-114.928891
31.954427,-115.017246
31.96,-115.031146
31.910345,-115.013336
31.906182,-114.975836
31.89,-114.944591
31.871736,-114.922082
31.740273,-114.820009
31.664164,-114.786664
31.631873,-114.785836
31.613891,-114.808327
31.583473,-114.832927
31.554718,-114.8439
31.526391,-114.851118
31.501945,-114.855291
31.426109,-114.864182
31.229445,-114.878618
31.151664,-114.8807
31.126664,-114.874736
30.992009,-114.824791
30.968609,-114.786264
30.964718,-114.762509
30.942918,-114.720146
30.9275,-114.706391
30.838891,-114.689182
30.802218,-114.685564
30.734164,-114.691118
30.669582,-114.6957
30.645691,-114.692509
30.605136,-114.677373
30.586382,-114.663746
30.564164,-114.646391
30.483745,-114.625418
30.361945,-114.632782
30.273609,-114.642227
30.198609,-114.659727
30.139164,-114.628618
30.018609,-114.5564
30.001109,-114.545291
29.925827,-114.458891
29.828609,-114.396391
29.797427,-114.375764
29.762845,-114.300355
29.771664,-114.255282
29.761945,-114.212155
29.648891,-114.096391
29.615273,-114.064727
29.587773,-114.033618
29.496809,-113.914027
29.479445,-113.8864
29.463891,-113.848618
29.415827,-113.794173
29.284164,-113.667918
29.261664,-113.650846
29.102918,-113.545146
29.040727,-113.539309
28.951109,-113.544727
28.896245,-113.508755
28.892709,-113.457091
28.926591,-113.462018
28.952773,-113.451664
28.964164,-113.409309
28.941245,-113.362636
28.908609,-113.348346
28.882773,-113.348073
28.809718,-113.290282
28.829445,-113.2298
28.813818,-113.194927
28.780836,-113.176673
28.623882,-113.1389
28.559164,-113.129464
28.486454,-113.115909
28.443327,-113.039309
28.436527,-113.011127
28.436109,-112.982509
28.440827,-112.957227
28.449445,-112.9182
28.418509,-112.8632
28.361664,-112.870009
28.284164,-112.874027
28.263609,-112.866955
28.258609,-112.860836
28.228536,-112.820982
28.179064,-112.790636
28.127773,-112.794591
28.100554,-112.791673
28.031318,-112.778618
28.013609,-112.757782
27.999736,-112.723282
27.9834,-112.732227
27.8375,-112.753064
27.718818,-112.670491
27.630554,-112.572773
27.627773,-112.537227
27.615836,-112.493618
27.541382,-112.346673
27.502845,-112.317436
27.232773,-112.230009
27.133891,-112.094727
27.041382,-112.014182
27.005382,-112.029164
26.9175,-111.971682
26.844345,-111.914946
26.822473,-111.9092
26.768127,-111.902927
26.747845,-111.916673
26.726664,-111.908073
26.661945,-111.858609
26.5675,-111.765564
26.5525,-111.735073
26.569164,-111.710009
26.600591,-111.687509
26.654027,-111.722227
26.670554,-111.754464
26.704236,-111.803827
26.758327,-111.831682
26.853054,-111.856227
26.902082,-111.844991
26.893327,-111.809727
26.853609,-111.7489
26.809445,-111.697509
26.760691,-111.644455
26.739445,-111.598055
26.719654,-111.561882
26.665836,-111.559446
26.625554,-111.5625
26.585,-111.560291
26.5584,-111.552782
26.529718,-111.499309
26.338609,-111.398064
26.305554,-111.392155
26.290973,-111.408473
26.244864,-111.397791
26.201109,-111.383055
26.136527,-111.350009
26.026945,-111.343336
25.957145,-111.361118
25.844718,-111.325009
25.780282,-111.299727
25.5793,-111.167091
25.547009,-111.118473
25.5442,-111.064209
25.5218,-111.018955
25.474718,-111.016955
25.436382,-111.021536
25.414164,-111.0175
25.254164,-110.948055
25.173054,-110.911118
25.0941,-110.859873
25.063327,-110.8257
25.053609,-110.793327
25.042909,-110.770427
25.019718,-110.746673
24.896391,-110.686255
24.833609,-110.671109
24.803891,-110.667782
24.767773,-110.675291
24.739164,-110.686527
24.718054,-110.698055
24.682218,-110.723891
24.662773,-110.729736
24.634027,-110.733755
24.578327,-110.734173
24.542082,-110.730564
24.529445,-110.721946
24.515973,-110.714455
24.453745,-110.695009
24.426936,-110.695846
24.386873,-110.691182
24.333891,-110.657509
24.286245,-110.614582
24.217291,-110.495082
24.209164,-110.449173
24.208882,-110.420564
24.197327,-110.339673
24.185482,-110.306455
24.16,-110.340009
24.180345,-110.356891
24.181391,-110.395518
24.124164,-110.376536
24.115836,-110.354173
24.125409,-110.324173
24.157564,-110.310864
24.190618,-110.270836
24.225,-110.270282
24.259718,-110.285491
24.303473,-110.305418
24.342291,-110.289582
24.355973,-110.231809
24.348191,-110.210009
24.293609,-110.165282
24.192218,-110.040846
24.178054,-110.018336
24.164164,-110.003346
24.129164,-109.981673
24.096382,-109.974164
24.035554,-109.871946
24.012218,-109.799727
23.988054,-109.811955
23.945,-109.823618
23.922364,-109.824318
23.893054,-109.8125
23.870827,-109.783891
23.847918,-109.750073
23.823891,-109.721682
23.794582,-109.697636
23.768327,-109.700564
23.739718,-109.705
23.700836,-109.700009
23.679718,-109.694164
23.656664,-109.682509
23.643891,-109.658073
23.625827,-109.596246
23.620554,-109.575009
23.61,-109.543764
23.599445,-109.520846
23.575554,-109.478346
23.461245,-109.4075
23.3975,-109.400846
23.225827,-109.4389
23.159436,-109.485146
23.124582,-109.518755
23.110418,-109.543609
23.100827,-109.576946
23.091809,-109.603336
23.074718,-109.6364
23.053891,-109.665555
23.024718,-109.697018
22.998264,-109.701255
22.980554,-109.717509
22.913745,-109.819727
22.894718,-109.854173
22.866664,-109.923064
22.864445,-109.955282
22.871245,-109.978764
22.881945,-109.998191
22.906109,-110.028482
22.986664,-110.080564
23.012218,-110.090009
23.046109,-110.100146
23.120827,-110.115836
23.15,-110.120009
23.193327,-110.1264
23.223054,-110.1339
23.326873,-110.171746
23.560691,-110.311191
23.612782,-110.3739
23.632918,-110.404864
23.6475,-110.458891
23.668609,-110.520573
23.687982,-110.570491
23.731664,-110.634455
23.794718,-110.694455
23.91,-110.810009
24.093891,-111.0164
24.115,-111.046809
24.139718,-111.096682
24.203054,-111.221946
24.344654,-111.472436
24.3925,-111.5014
24.426245,-111.535836
